"","family","n_motus","n_motus_total","prop","station","site"
"1118","Pomacanthidae",1,34,0.0294117647058824,"juan_distance0","juan_de_nova"
"1411","Serranidae",1,34,0.0294117647058824,"juan_distance0","juan_de_nova"
"1119","Labridae",17,85,0.2,"taaf_station2","europa"
"179","Acanthuridae",10,85,0.117647058823529,"taaf_station2","europa"
"209","Pomacentridae",10,85,0.117647058823529,"taaf_station2","europa"
"1313","Lutjanidae",8,85,0.0941176470588235,"taaf_station2","europa"
"2114","Serranidae",4,85,0.0470588235294118,"taaf_station2","europa"
"419","Belonidae",3,85,0.0352941176470588,"taaf_station2","europa"
"248","Apogonidae",2,85,0.0235294117647059,"taaf_station2","europa"
"335","Balistidae",2,85,0.0235294117647059,"taaf_station2","europa"
"715","Gobiidae",2,85,0.0235294117647059,"taaf_station2","europa"
"915","Holocentridae",2,85,0.0235294117647059,"taaf_station2","europa"
"1015","Kyphosidae",2,85,0.0235294117647059,"taaf_station2","europa"
"1412","Muraenidae",2,85,0.0235294117647059,"taaf_station2","europa"
"189","Pempheridae",2,85,0.0235294117647059,"taaf_station2","europa"
"515","Carcharhinidae",1,85,0.0117647058823529,"taaf_station2","europa"
"615","Cirrhitidae",1,85,0.0117647058823529,"taaf_station2","europa"
"815","Haemulidae",1,85,0.0117647058823529,"taaf_station2","europa"
"1217","Lethrinidae",1,85,0.0117647058823529,"taaf_station2","europa"
"1511","Myctophidae",1,85,0.0117647058823529,"taaf_station2","europa"
"1611","Nomeidae",1,85,0.0117647058823529,"taaf_station2","europa"
"1710","Ostraciidae",1,85,0.0117647058823529,"taaf_station2","europa"
"199","Pomacanthidae",1,85,0.0117647058823529,"taaf_station2","europa"
